fips,county,state,location,population
17101,Lawrence,Illinois,Illinois-Lawrence,16833
17103,Lee,Illinois,Illinois-Lee,36031
17105,Livingston,Illinois,Illinois-Livingston,38950
17107,Logan,Illinois,Illinois-Logan,30305
17109,McDonough,Illinois,Illinois-McDonough,32612
17111,McHenry,Illinois,Illinois-McHenry,308760
17113,McLean,Illinois,Illinois-McLean,169572
17115,Macon,Illinois,Illinois-Macon,110768
17117,Macoupin,Illinois,Illinois-Macoupin,47765
17119,Madison,Illinois,Illinois-Madison,269282
17121,Marion,Illinois,Illinois-Marion,39437
17123,Marshall,Illinois,Illinois-Marshall,12640
17125,Mason,Illinois,Illinois-Mason,14666
17127,Massac,Illinois,Illinois-Massac,15429
17129,Menard,Illinois,Illinois-Menard,12705
17131,Mercer,Illinois,Illinois-Mercer,16434
17133,Monroe,Illinois,Illinois-Monroe,32957
17135,Montgomery,Illinois,Illinois-Montgomery,30104
17137,Morgan,Illinois,Illinois-Morgan,35547
17139,Moultrie,Illinois,Illinois-Moultrie,14846
17141,Ogle,Illinois,Illinois-Ogle,53497
17143,Peoria,Illinois,Illinois-Peoria,186494
17145,Perry,Illinois,Illinois-Perry,22350
17147,Piatt,Illinois,Illinois-Piatt,16729
17149,Pike,Illinois,Illinois-Pike,16430
17151,Pope,Illinois,Illinois-Pope,4470
17153,Pulaski,Illinois,Illinois-Pulaski,6161
17155,Putnam,Illinois,Illinois-Putnam,6006
17157,Randolph,Illinois,Illinois-Randolph,33476
17159,Richland,Illinois,Illinois-Richland,16233
17161,Rock Island,Illinois,Illinois-Rock Island,147546
17163,St. Clair,Illinois,Illinois-St. Clair,270056
17165,Saline,Illinois,Illinois-Saline,24913
17167,Sangamon,Illinois,Illinois-Sangamon,197465
17169,Schuyler,Illinois,Illinois-Schuyler,7544
17171,Scott,Illinois,Illinois-Scott,5355
17173,Shelby,Illinois,Illinois-Shelby,22363
17175,Stark,Illinois,Illinois-Stark,5994
17177,Stephenson,Illinois,Illinois-Stephenson,47711
17179,Tazewell,Illinois,Illinois-Tazewell,135394
17181,Union,Illinois,Illinois-Union,17808
17183,Vermilion,Illinois,Illinois-Vermilion,81625
17185,Wabash,Illinois,Illinois-Wabash,11947
17187,Warren,Illinois,Illinois-Warren,17707
17189,Washington,Illinois,Illinois-Washington,14716
17191,Wayne,Illinois,Illinois-Wayne,16760
17193,White,Illinois,Illinois-White,14665
17195,Whiteside,Illinois,Illinois-Whiteside,58498
17197,Will,Illinois,Illinois-Will,677560
17199,Williamson,Illinois,Illinois-Williamson,66357
17201,Winnebago,Illinois,Illinois-Winnebago,295266
17203,Woodford,Illinois,Illinois-Woodford,38664
18001,Adams,Indiana,Indiana-Adams,34387
18003,Allen,Indiana,Indiana-Allen,355329
18005,Bartholomew,Indiana,Indiana-Bartholomew,76794
18007,Benton,Indiana,Indiana-Benton,8854
18009,Blackford,Indiana,Indiana-Blackford,12766
18011,Boone,Indiana,Indiana-Boone,56640
18013,Brown,Indiana,Indiana-Brown,15242
18015,Carroll,Indiana,Indiana-Carroll,20155
18017,Cass,Indiana,Indiana-Cass,38966
18019,Clark,Indiana,Indiana-Clark,110232
18021,Clay,Indiana,Indiana-Clay,26890
18023,Clinton,Indiana,Indiana-Clinton,33224
18025,Crawford,Indiana,Indiana-Crawford,10713
18027,Daviess,Indiana,Indiana-Daviess,31648
18029,Dearborn,Indiana,Indiana-Dearborn,50047
18031,Decatur,Indiana,Indiana-Decatur,25740
18033,De Kalb,Indiana,Indiana-De Kalb,42223
18035,Delaware,Indiana,Indiana-Delaware,117671
18037,Dubois,Indiana,Indiana-Dubois,41889
18039,Elkhart,Indiana,Indiana-Elkhart,197559
18041,Fayette,Indiana,Indiana-Fayette,24277
18043,Floyd,Indiana,Indiana-Floyd,74578
18045,Fountain,Indiana,Indiana-Fountain,17240
18047,Franklin,Indiana,Indiana-Franklin,23087
18049,Fulton,Indiana,Indiana-Fulton,20836
18051,Gibson,Indiana,Indiana-Gibson,33503
18053,Grant,Indiana,Indiana-Grant,70061
18055,Greene,Indiana,Indiana-Greene,33165
18057,Hamilton,Indiana,Indiana-Hamilton,274569
18059,Hancock,Indiana,Indiana-Hancock,70002
18061,Harrison,Indiana,Indiana-Harrison,39364
18063,Hendricks,Indiana,Indiana-Hendricks,145448
18065,Henry,Indiana,Indiana-Henry,49462
18067,Howard,Indiana,Indiana-Howard,82752
18069,Huntington,Indiana,Indiana-Huntington,37124
18071,Jackson,Indiana,Indiana-Jackson,42376
18073,Jasper,Indiana,Indiana-Jasper,33478
18075,Jay,Indiana,Indiana-Jay,21253
18077,Jefferson,Indiana,Indiana-Jefferson,32428
18079,Jennings,Indiana,Indiana-Jennings,28525
18081,Johnson,Indiana,Indiana-Johnson,139654
18083,Knox,Indiana,Indiana-Knox,38440
18085,Kosciusko,Indiana,Indiana-Kosciusko,77358
18087,Lagrange,Indiana,Indiana-Lagrange,37128
18089,Lake,Indiana,Indiana-Lake,496005
18091,La Porte,Indiana,Indiana-La Porte,111467
18093,Lawrence,Indiana,Indiana-Lawrence,46134
18095,Madison,Indiana,Indiana-Madison,131636
18097,Marion,Indiana,Indiana-Marion,903393
18099,Marshall,Indiana,Indiana-Marshall,47051
18101,Martin,Indiana,Indiana-Martin,10334
18103,Miami,Indiana,Indiana-Miami,36903
18105,Monroe,Indiana,Indiana-Monroe,137974
18107,Montgomery,Indiana,Indiana-Montgomery,38124
18109,Morgan,Indiana,Indiana-Morgan,68894
18111,Newton,Indiana,Indiana-Newton,14244
18113,Noble,Indiana,Indiana-Noble,47536
18115,Ohio,Indiana,Indiana-Ohio,6128
18117,Orange,Indiana,Indiana-Orange,19840
18119,Owen,Indiana,Indiana-Owen,21575
18121,Parke,Indiana,Indiana-Parke,17339
18123,Perry,Indiana,Indiana-Perry,19338
18125,Pike,Indiana,Indiana-Pike,12845
18127,Porter,Indiana,Indiana-Porter,164343
18129,Posey,Indiana,Indiana-Posey,25910
18131,Pulaski,Indiana,Indiana-Pulaski,13402
18133,Putnam,Indiana,Indiana-Putnam,37963
18135,Randolph,Indiana,Indiana-Randolph,26171
18137,Ripley,Indiana,Indiana-Ripley,28818
18139,Rush,Indiana,Indiana-Rush,17392
18141,St. Joseph,Indiana,Indiana-St. Joseph,266931
18143,Scott,Indiana,Indiana-Scott,24181
18145,Shelby,Indiana,Indiana-Shelby,44436
18147,Spencer,Indiana,Indiana-Spencer,20952
18149,Starke,Indiana,Indiana-Starke,23363
18151,Steuben,Indiana,Indiana-Steuben,34185
18153,Sullivan,Indiana,Indiana-Sullivan,21475
18155,Switzerland,Indiana,Indiana-Switzerland,10613
18157,Tippecanoe,Indiana,Indiana-Tippecanoe,172780
18159,Tipton,Indiana,Indiana-Tipton,15936
18161,Union,Indiana,Indiana-Union,7516
18163,Vanderburgh,Indiana,Indiana-Vanderburgh,179703
18165,Vermillion,Indiana,Indiana-Vermillion,16212
18167,Vigo,Indiana,Indiana-Vigo,107848
18169,Wabash,Indiana,Indiana-Wabash,32888
18171,Warren,Indiana,Indiana-Warren,8508
18173,Warrick,Indiana,Indiana-Warrick,59689
18175,Washington,Indiana,Indiana-Washington,28262
18177,Wayne,Indiana,Indiana-Wayne,68917
18179,Wells,Indiana,Indiana-Wells,27636
18181,White,Indiana,Indiana-White,24643
18183,Whitley,Indiana,Indiana-Whitley,33292
19001,Adair,Iowa,Iowa-Adair,7682
19003,Adams,Iowa,Iowa-Adams,4029
19005,Allamakee,Iowa,Iowa-Allamakee,14330
19007,Appanoose,Iowa,Iowa-Appanoose,12887
19009,Audubon,Iowa,Iowa-Audubon,6119
19011,Benton,Iowa,Iowa-Benton,26076
19013,Black Hawk,Iowa,Iowa-Black Hawk,131090
19015,Boone,Iowa,Iowa-Boone,26306
19017,Bremer,Iowa,Iowa-Bremer,24276
19019,Buchanan,Iowa,Iowa-Buchanan,20958
19021,Buena Vista,Iowa,Iowa-Buena Vista,20260
19023,Butler,Iowa,Iowa-Butler,14867
19025,Calhoun,Iowa,Iowa-Calhoun,9670
19027,Carroll,Iowa,Iowa-Carroll,20816
19029,Cass,Iowa,Iowa-Cass,13956
19031,Cedar,Iowa,Iowa-Cedar,18499
19033,Cerro Gordo,Iowa,Iowa-Cerro Gordo,44151
19035,Cherokee,Iowa,Iowa-Cherokee,12072
19037,Chickasaw,Iowa,Iowa-Chickasaw,12439
19039,Clarke,Iowa,Iowa-Clarke,9286
19041,Clay,Iowa,Iowa-Clay,16667
19043,Clayton,Iowa,Iowa-Clayton,18129
19045,Clinton,Iowa,Iowa-Clinton,49116
19047,Crawford,Iowa,Iowa-Crawford,17096
19049,Dallas,Iowa,Iowa-Dallas,66135
19051,Davis,Iowa,Iowa-Davis,8753
19053,Decatur,Iowa,Iowa-Decatur,8457
19055,Delaware,Iowa,Iowa-Delaware,17764
19057,Des Moines,Iowa,Iowa-Des Moines,40325
19059,Dickinson,Iowa,Iowa-Dickinson,16667
19061,Dubuque,Iowa,Iowa-Dubuque,93653
19063,Emmet,Iowa,Iowa-Emmet,10302
19065,Fayette,Iowa,Iowa-Fayette,20880
19067,Floyd,Iowa,Iowa-Floyd,16303
19069,Franklin,Iowa,Iowa-Franklin,10680
19071,Fremont,Iowa,Iowa-Fremont,7441
19073,Greene,Iowa,Iowa-Greene,9336
19075,Grundy,Iowa,Iowa-Grundy,12453
19077,Guthrie,Iowa,Iowa-Guthrie,10954
19079,Hamilton,Iowa,Iowa-Hamilton,15673
19081,Hancock,Iowa,Iowa-Hancock,11341
19083,Hardin,Iowa,Iowa-Hardin,17534
19085,Harrison,Iowa,Iowa-Harrison,14928
19087,Henry,Iowa,Iowa-Henry,20145
19089,Howard,Iowa,Iowa-Howard,9566
19091,Humboldt,Iowa,Iowa-Humboldt,9815
19093,Ida,Iowa,Iowa-Ida,7089
19095,Iowa,Iowa,Iowa-Iowa,16355
19097,Jackson,Iowa,Iowa-Jackson,19848
19099,Jasper,Iowa,Iowa-Jasper,36842
19101,Jefferson,Iowa,Iowa-Jefferson,16843
19103,Johnson,Iowa,Iowa-Johnson,130882
19105,Jones,Iowa,Iowa-Jones,20638
19107,Keokuk,Iowa,Iowa-Keokuk,10511
19109,Kossuth,Iowa,Iowa-Kossuth,15543
19111,Lee,Iowa,Iowa-Lee,35862
19113,Linn,Iowa,Iowa-Linn,211226
19115,Louisa,Iowa,Iowa-Louisa,11387
19117,Lucas,Iowa,Iowa-Lucas,8898
19119,Lyon,Iowa,Iowa-Lyon,11581
19121,Madison,Iowa,Iowa-Madison,15679
19123,Mahaska,Iowa,Iowa-Mahaska,22381
19125,Marion,Iowa,Iowa-Marion,33309
19127,Marshall,Iowa,Iowa-Marshall,40648
19129,Mills,Iowa,Iowa-Mills,15059
19131,Mitchell,Iowa,Iowa-Mitchell,10776
19133,Monona,Iowa,Iowa-Monona,9243
19135,Monroe,Iowa,Iowa-Monroe,7970
19137,Montgomery,Iowa,Iowa-Montgomery,10740
19139,Muscatine,Iowa,Iowa-Muscatine,42745
19141,O'Brien,Iowa,Iowa-OBrien,14398
19143,Osceola,Iowa,Iowa-Osceola,6462
19145,Page,Iowa,Iowa-Page,15932
19147,Palo Alto,Iowa,Iowa-Palo Alto,9421
19149,Plymouth,Iowa,Iowa-Plymouth,24986
19151,Pocahontas,Iowa,Iowa-Pocahontas,7310
19153,Polk,Iowa,Iowa-Polk,430640
19155,Pottawattamie,Iowa,Iowa-Pottawattamie,93158
19157,Poweshiek,Iowa,Iowa-Poweshiek,18914
19159,Ringgold,Iowa,Iowa-Ringgold,5131
19161,Sac,Iowa,Iowa-Sac,10350
19163,Scott,Iowa,Iowa-Scott,165224
19165,Shelby,Iowa,Iowa-Shelby,12167
19167,Sioux,Iowa,Iowa-Sioux,33704
19169,Story,Iowa,Iowa-Story,89542
19171,Tama,Iowa,Iowa-Tama,17767
19173,Taylor,Iowa,Iowa-Taylor,6317
19175,Union,Iowa,Iowa-Union,12534
19177,Van Buren,Iowa,Iowa-Van Buren,7570
19179,Wapello,Iowa,Iowa-Wapello,35625
19181,Warren,Iowa,Iowa-Warren,46225
19183,Washington,Iowa,Iowa-Washington,21704
19185,Wayne,Iowa,Iowa-Wayne,6403
19187,Webster,Iowa,Iowa-Webster,38013
19189,Winnebago,Iowa,Iowa-Winnebago,10866
19191,Winneshiek,Iowa,Iowa-Winneshiek,21056
19193,Woodbury,Iowa,Iowa-Woodbury,102172
19195,Worth,Iowa,Iowa-Worth,7598
19197,Wright,Iowa,Iowa-Wright,13229
20001,Allen,Kansas,Kansas-Allen,13371
20003,Anderson,Kansas,Kansas-Anderson,8102
20005,Atchison,Kansas,Kansas-Atchison,16924
20007,Barber,Kansas,Kansas-Barber,4861
20009,Barton,Kansas,Kansas-Barton,27674
20011,Bourbon,Kansas,Kansas-Bourbon,15173
20013,Brown,Kansas,Kansas-Brown,9984
20015,Butler,Kansas,Kansas-Butler,65880
20017,Chase,Kansas,Kansas-Chase,2790
20019,Chautauqua,Kansas,Kansas-Chautauqua,3669
20021,Cherokee,Kansas,Kansas-Cherokee,21603
20023,Cheyenne,Kansas,Kansas-Cheyenne,2726
20025,Clark,Kansas,Kansas-Clark,2215
20027,Clay,Kansas,Kansas-Clay,8535
20029,Cloud,Kansas,Kansas-Cloud,9533
20031,Coffey,Kansas,Kansas-Coffey,8601
20033,Comanche,Kansas,Kansas-Comanche,1891
20035,Cowley,Kansas,Kansas-Cowley,36311
20037,Crawford,Kansas,Kansas-Crawford,39134
20039,Decatur,Kansas,Kansas-Decatur,2961
20041,Dickinson,Kansas,Kansas-Dickinson,19754
20043,Doniphan,Kansas,Kansas-Doniphan,7945
20045,Douglas,Kansas,Kansas-Douglas,110826
20047,Edwards,Kansas,Kansas-Edwards,3037
20049,Elk,Kansas,Kansas-Elk,2882
20051,Ellis,Kansas,Kansas-Ellis,28452
20053,Ellsworth,Kansas,Kansas-Ellsworth,6497
20055,Finney,Kansas,Kansas-Finney,36776
20057,Ford,Kansas,Kansas-Ford,33848
20059,Franklin,Kansas,Kansas-Franklin,25992
20061,Geary,Kansas,Kansas-Geary,34362
20063,Gove,Kansas,Kansas-Gove,2695
20065,Graham,Kansas,Kansas-Graham,2597
20067,Grant,Kansas,Kansas-Grant,7829
20069,Gray,Kansas,Kansas-Gray,6006
20071,Greeley,Kansas,Kansas-Greeley,1247
20073,Greenwood,Kansas,Kansas-Greenwood,6689
20075,Hamilton,Kansas,Kansas-Hamilton,2690
20077,Harper,Kansas,Kansas-Harper,6034
20079,Harvey,Kansas,Kansas-Harvey,34684
20081,Haskell,Kansas,Kansas-Haskell,4256
20083,Hodgeman,Kansas,Kansas-Hodgeman,1916
20085,Jackson,Kansas,Kansas-Jackson,13462
20087,Jefferson,Kansas,Kansas-Jefferson,19126
20089,Jewell,Kansas,Kansas-Jewell,3077
20091,Johnson,Kansas,Kansas-Johnson,544179
20093,Kearny,Kansas,Kansas-Kearny,3977
20095,Kingman,Kansas,Kansas-Kingman,7858
20097,Kiowa,Kansas,Kansas-Kiowa,2553
20099,Labette,Kansas,Kansas-Labette,21607
20101,Lane,Kansas,Kansas-Lane,1750
20103,Leavenworth,Kansas,Kansas-Leavenworth,76227
20105,Lincoln,Kansas,Kansas-Lincoln,3241
20107,Linn,Kansas,Kansas-Linn,9656
20109,Logan,Kansas,Kansas-Logan,2756
20111,Lyon,Kansas,Kansas-Lyon,33690
20113,McPherson,Kansas,Kansas-McPherson,29180
20115,Marion,Kansas,Kansas-Marion,12660
20117,Marshall,Kansas,Kansas-Marshall,10117
20119,Meade,Kansas,Kansas-Meade,4575
20121,Miami,Kansas,Kansas-Miami,32787
20123,Mitchell,Kansas,Kansas-Mitchell,6373
20125,Montgomery,Kansas,Kansas-Montgomery,35471
20127,Morris,Kansas,Kansas-Morris,5923
20129,Morton,Kansas,Kansas-Morton,3233
20131,Nemaha,Kansas,Kansas-Nemaha,10178
20133,Neosho,Kansas,Kansas-Neosho,16512
20135,Ness,Kansas,Kansas-Ness,3107
20137,Norton,Kansas,Kansas-Norton,5671
20139,Osage,Kansas,Kansas-Osage,16295
20141,Osborne,Kansas,Kansas-Osborne,3858
20143,Ottawa,Kansas,Kansas-Ottawa,6091
20145,Pawnee,Kansas,Kansas-Pawnee,6973
20147,Phillips,Kansas,Kansas-Phillips,5642
20149,Pottawatomie,Kansas,Kansas-Pottawatomie,21604
20151,Pratt,Kansas,Kansas-Pratt,9656
20153,Rawlins,Kansas,Kansas-Rawlins,2519
20155,Reno,Kansas,Kansas-Reno,64511
20157,Republic,Kansas,Kansas-Republic,4980
20159,Rice,Kansas,Kansas-Rice,10083
20161,Riley,Kansas,Kansas-Riley,71115
20163,Rooks,Kansas,Kansas-Rooks,5181
20165,Rush,Kansas,Kansas-Rush,3307
20167,Russell,Kansas,Kansas-Russell,6970
20169,Saline,Kansas,Kansas-Saline,55606
20171,Scott,Kansas,Kansas-Scott,4936
20173,Sedgwick,Kansas,Kansas-Sedgwick,498365
20175,Seward,Kansas,Kansas-Seward,22952
20177,Shawnee,Kansas,Kansas-Shawnee,177934
20179,Sheridan,Kansas,Kansas-Sheridan,2556
20181,Sherman,Kansas,Kansas-Sherman,6010
20183,Smith,Kansas,Kansas-Smith,3853
20185,Stafford,Kansas,Kansas-Stafford,4437
20187,Stanton,Kansas,Kansas-Stanton,2235
20189,Stevens,Kansas,Kansas-Stevens,5724
20191,Sumner,Kansas,Kansas-Sumner,24132
20193,Thomas,Kansas,Kansas-Thomas,7900
20195,Trego,Kansas,Kansas-Trego,3001
20197,Wabaunsee,Kansas,Kansas-Wabaunsee,7053
20199,Wallace,Kansas,Kansas-Wallace,1485
20201,Washington,Kansas,Kansas-Washington,5799
20203,Wichita,Kansas,Kansas-Wichita,2234
20205,Wilson,Kansas,Kansas-Wilson,9409
20207,Woodson,Kansas,Kansas-Woodson,3309
20209,Wyandotte,Kansas,Kansas-Wyandotte,157505
21001,Adair,Kentucky,Kentucky-Adair,18656
21003,Allen,Kentucky,Kentucky-Allen,19956
21005,Anderson,Kentucky,Kentucky-Anderson,21421
21007,Ballard,Kentucky,Kentucky-Ballard,8249
21009,Barren,Kentucky,Kentucky-Barren,42173
21011,Bath,Kentucky,Kentucky-Bath,11591
21013,Bell,Kentucky,Kentucky-Bell,28691
21015,Boone,Kentucky,Kentucky-Boone,118811
21017,Bourbon,Kentucky,Kentucky-Bourbon,19985
21019,Boyd,Kentucky,Kentucky-Boyd,49542
21021,Boyle,Kentucky,Kentucky-Boyle,28432
21023,Bracken,Kentucky,Kentucky-Bracken,8488
21025,Breathitt,Kentucky,Kentucky-Breathitt,13878
21027,Breckinridge,Kentucky,Kentucky-Breckinridge,20059
21029,Bullitt,Kentucky,Kentucky-Bullitt,74319
21031,Butler,Kentucky,Kentucky-Butler,12690
21033,Caldwell,Kentucky,Kentucky-Caldwell,12984
21035,Calloway,Kentucky,Kentucky-Calloway,37191
21037,Campbell,Kentucky,Kentucky-Campbell,90336
21039,Carlisle,Kentucky,Kentucky-Carlisle,5104
21041,Carroll,Kentucky,Kentucky-Carroll,10811
21043,Carter,Kentucky,Kentucky-Carter,27720
21045,Casey,Kentucky,Kentucky-Casey,15955
21047,Christian,Kentucky,Kentucky-Christian,73955
21049,Clark,Kentucky,Kentucky-Clark,35613
21051,Clay,Kentucky,Kentucky-Clay,21730
21053,Clinton,Kentucky,Kentucky-Clinton,10272
21055,Crittenden,Kentucky,Kentucky-Crittenden,9315
21057,Cumberland,Kentucky,Kentucky-Cumberland,6856
21059,Daviess,Kentucky,Kentucky-Daviess,96656
21061,Edmonson,Kentucky,Kentucky-Edmonson,12161
21063,Elliott,Kentucky,Kentucky-Elliott,7852
21065,Estill,Kentucky,Kentucky-Estill,14672
21067,Fayette,Kentucky,Kentucky-Fayette,295803
21069,Fleming,Kentucky,Kentucky-Fleming,14348
21071,Floyd,Kentucky,Kentucky-Floyd,39451
21073,Franklin,Kentucky,Kentucky-Franklin,49285
21075,Fulton,Kentucky,Kentucky-Fulton,6813
21077,Gallatin,Kentucky,Kentucky-Gallatin,8589
21079,Garrard,Kentucky,Kentucky-Garrard,16912
21081,Grant,Kentucky,Kentucky-Grant,24662
21083,Graves,Kentucky,Kentucky-Graves,37121
21085,Grayson,Kentucky,Kentucky-Grayson,25746
21087,Green,Kentucky,Kentucky-Green,11258
21089,Greenup,Kentucky,Kentucky-Greenup,36910
21091,Hancock,Kentucky,Kentucky-Hancock,8565
21093,Hardin,Kentucky,Kentucky-Hardin,105543
21095,Harlan,Kentucky,Kentucky-Harlan,29278
21097,Harrison,Kentucky,Kentucky-Harrison,18846
21099,Hart,Kentucky,Kentucky-Hart,18199
21101,Henderson,Kentucky,Kentucky-Henderson,46250
21103,Henry,Kentucky,Kentucky-Henry,15416
21105,Hickman,Kentucky,Kentucky-Hickman,4902
21107,Hopkins,Kentucky,Kentucky-Hopkins,46920
21109,Jackson,Kentucky,Kentucky-Jackson,13494
21111,Jefferson,Kentucky,Kentucky-Jefferson,741096
21113,Jessamine,Kentucky,Kentucky-Jessamine,48586
21115,Johnson,Kentucky,Kentucky-Johnson,23356
21117,Kenton,Kentucky,Kentucky-Kenton,159720
21119,Knott,Kentucky,Kentucky-Knott,16346
21121,Knox,Kentucky,Kentucky-Knox,31883
21123,Larue,Kentucky,Kentucky-Larue,14193
21125,Laurel,Kentucky,Kentucky-Laurel,58849
21127,Lawrence,Kentucky,Kentucky-Lawrence,15860
21129,Lee,Kentucky,Kentucky-Lee,7887
21131,Leslie,Kentucky,Kentucky-Leslie,11310
21133,Letcher,Kentucky,Kentucky-Letcher,24519
21135,Lewis,Kentucky,Kentucky-Lewis,13870
21137,Lincoln,Kentucky,Kentucky-Lincoln,24742
21139,Livingston,Kentucky,Kentucky-Livingston,9519
21141,Logan,Kentucky,Kentucky-Logan,26835
21143,Lyon,Kentucky,Kentucky-Lyon,8314
21145,McCracken,Kentucky,Kentucky-McCracken,65565
21147,McCreary,Kentucky,Kentucky-McCreary,18306
21149,McLean,Kentucky,Kentucky-McLean,9531
21151,Madison,Kentucky,Kentucky-Madison,82916
21153,Magoffin,Kentucky,Kentucky-Magoffin,13333
21155,Marion,Kentucky,Kentucky-Marion,19820
21157,Marshall,Kentucky,Kentucky-Marshall,31448
21159,Martin,Kentucky,Kentucky-Martin,12929
21161,Mason,Kentucky,Kentucky-Mason,17490
21163,Meade,Kentucky,Kentucky-Meade,28602
21165,Menifee,Kentucky,Kentucky-Menifee,6306
21167,Mercer,Kentucky,Kentucky-Mercer,21331
21169,Metcalfe,Kentucky,Kentucky-Metcalfe,10099
21171,Monroe,Kentucky,Kentucky-Monroe,10963
21173,Montgomery,Kentucky,Kentucky-Montgomery,26499
21175,Morgan,Kentucky,Kentucky-Morgan,13923
21177,Muhlenberg,Kentucky,Kentucky-Muhlenberg,31499
21179,Nelson,Kentucky,Kentucky-Nelson,43437
21181,Nicholas,Kentucky,Kentucky-Nicholas,7135
21183,Ohio,Kentucky,Kentucky-Ohio,23842
21185,Oldham,Kentucky,Kentucky-Oldham,60316
21187,Owen,Kentucky,Kentucky-Owen,10841
21189,Owsley,Kentucky,Kentucky-Owsley,4755
21191,Pendleton,Kentucky,Kentucky-Pendleton,14877
21193,Perry,Kentucky,Kentucky-Perry,28712
21195,Pike,Kentucky,Kentucky-Pike,65024
21197,Powell,Kentucky,Kentucky-Powell,12613
21199,Pulaski,Kentucky,Kentucky-Pulaski,63063
21201,Robertson,Kentucky,Kentucky-Robertson,2282
21203,Rockcastle,Kentucky,Kentucky-Rockcastle,17056
21205,Rowan,Kentucky,Kentucky-Rowan,23333
21207,Russell,Kentucky,Kentucky-Russell,17565
21209,Scott,Kentucky,Kentucky-Scott,47173
21211,Shelby,Kentucky,Kentucky-Shelby,42074
21213,Simpson,Kentucky,Kentucky-Simpson,17327
21215,Spencer,Kentucky,Kentucky-Spencer,17061
21217,Taylor,Kentucky,Kentucky-Taylor,24512
21219,Todd,Kentucky,Kentucky-Todd,12460
21221,Trigg,Kentucky,Kentucky-Trigg,14339
21223,Trimble,Kentucky,Kentucky-Trimble,8809
21225,Union,Kentucky,Kentucky-Union,15007
21227,Warren,Kentucky,Kentucky-Warren,113792
21229,Washington,Kentucky,Kentucky-Washington,11717
21231,Wayne,Kentucky,Kentucky-Wayne,20813
21233,Webster,Kentucky,Kentucky-Webster,13621
21235,Whitley,Kentucky,Kentucky-Whitley,35637
21237,Wolfe,Kentucky,Kentucky-Wolfe,7355
21239,Woodford,Kentucky,Kentucky-Woodford,24939
22001,Acadia,Louisiana,Louisiana-Acadia,61773
22003,Allen,Louisiana,Louisiana-Allen,25764
22005,Ascension,Louisiana,Louisiana-Ascension,107215
22007,Assumption,Louisiana,Louisiana-Assumption,23421
22009,Avoyelles,Louisiana,Louisiana-Avoyelles,42073
22011,Beauregard,Louisiana,Louisiana-Beauregard,35654
22013,Bienville,Louisiana,Louisiana-Bienville,14353
22015,Bossier,Louisiana,Louisiana-Bossier,116979
22017,Caddo,Louisiana,Louisiana-Caddo,254969
22019,Calcasieu,Louisiana,Louisiana-Calcasieu,192768
22021,Caldwell,Louisiana,Louisiana-Caldwell,10132
22023,Cameron,Louisiana,Louisiana-Cameron,6839
22025,Catahoula,Louisiana,Louisiana-Catahoula,10407
22027,Claiborne,Louisiana,Louisiana-Claiborne,17195
22029,Concordia,Louisiana,Louisiana-Concordia,20822
22031,De Soto,Louisiana,Louisiana-De Soto,26656
22033,East Baton Rouge,Louisiana,Louisiana-East Baton Rouge,440171
22035,East Carroll,Louisiana,Louisiana-East Carroll,7759
22037,East Feliciana,Louisiana,Louisiana-East Feliciana,20267
22039,Evangeline,Louisiana,Louisiana-Evangeline,33984
22041,Franklin,Louisiana,Louisiana-Franklin,20767
22043,Grant,Louisiana,Louisiana-Grant,22309
22045,Iberia,Louisiana,Louisiana-Iberia,73240
22047,Iberville,Louisiana,Louisiana-Iberville,33387
22049,Jackson,Louisiana,Louisiana-Jackson,16274
22051,Jefferson,Louisiana,Louisiana-Jefferson,432552
22053,Jefferson Davis,Louisiana,Louisiana-Jefferson Davis,31594
22055,Lafayette,Louisiana,Louisiana-Lafayette,221578
22057,Lafourche,Louisiana,Louisiana-Lafourche,96318
22059,La Salle,Louisiana,Louisiana-La Salle,14890
22061,Lincoln,Louisiana,Louisiana-Lincoln,46735
22063,Livingston,Louisiana,Louisiana-Livingston,128026
22065,Madison,Louisiana,Louisiana-Madison,12093
22067,Morehouse,Louisiana,Louisiana-Morehouse,27979
22069,Natchitoches,Louisiana,Louisiana-Natchitoches,39566
22071,Orleans,Louisiana,Louisiana-Orleans,343829
22073,Ouachita,Louisiana,Louisiana-Ouachita,153720
22075,Plaquemines,Louisiana,Louisiana-Plaquemines,23042
22077,Pointe Coupee,Louisiana,Louisiana-Pointe Coupee,22802
22079,Rapides,Louisiana,Louisiana-Rapides,131613
22081,Red River,Louisiana,Louisiana-Red River,9091
22083,Richland,Louisiana,Louisiana-Richland,20725
22085,Sabine,Louisiana,Louisiana-Sabine,24233
22087,St. Bernard,Louisiana,Louisiana-St. Bernard,35897
22089,St. Charles,Louisiana,Louisiana-St. Charles,52780
22091,St. Helena,Louisiana,Louisiana-St. Helena,11203
22093,St. James,Louisiana,Louisiana-St. James,22102
22095,St. John the Baptist,Louisiana,Louisiana-St. John the Baptist,45924
22097,St. Landry,Louisiana,Louisiana-St. Landry,83384
22099,St. Martin,Louisiana,Louisiana-St. Martin,52160
22101,St. Mary,Louisiana,Louisiana-St. Mary,54650
22103,St. Tammany,Louisiana,Louisiana-St. Tammany,233740
22105,Tangipahoa,Louisiana,Louisiana-Tangipahoa,121097
22107,Tensas,Louisiana,Louisiana-Tensas,5252
22109,Terrebonne,Louisiana,Louisiana-Terrebonne,111860
